Player,Year,Salary
Landry Fields,2010,473604
Armon Johnson,2010,473604
Pooh Jeter,2010,473604
Jeremy Evans,2010,473604
Hamady N'Diaye,2010,473604
Pops Mensah-Bonsu,2010,364461
Jeff Adrien,2010,342666
Sundiata Gaines,2010,327296
Jawad Williams,2010,321652
Brian Skinner,2010,270436
Ime Udoka,2010,264232
Zabian Dowdell,2010,242374
Jerry Stackhouse,2010,222712
John Lucas,2010,208264
Aleksandar Pavlovic,2010,202295
Lester Hudson,2010,192791
Earl Barron,2010,188558
Garrett Temple,2010,170373
Chris Johnson,2010,164368
Darington Hobson,2010,103078
Danny Green,2010,94154
Joe Alexander,2010,90465
Trey Johnson,2010,89670
Mustafa Shakur,2010,89670
Maurice Ager,2010,83305
Bobby Simmons,2010,71951
Matt Janning,2010,58504
Ronald Dupree,2010,58393
Larry Owens,2010,55718
Kobe Bryant,2011,25244493
Vince Carter,2011,21300000
Kevin Garnett,2011,21247044
Tim Duncan,2011,21164619
Rashard Lewis,2011,21136631
Gilbert Arenas,2011,19269307
Dirk Nowitzki,2011,19092873
Pau Gasol,2011,18714150
Carmelo Anthony,2011,18518574
Amare Stoudemire,2011,18217705
Dwight Howard,2011,18091770
Joe Johnson,2011,18038573
Richard Hamilton,2011,17500000
Elton Brand,2011,17059727
Deron Williams,2011,16359805
Chris Paul,2011,16359805
Brandon Roy,2011,16032144
LeBron James,2011,16022500
Chris Bosh,2011,16022500
Dwyane Wade,2011,15691000
Kevin Durant,2011,15506632
Paul Pierce,2011,15333334
Baron Davis,2011,15252181
Zach Randolph,2011,15200000
Antawn Jamison,2011,15076715
Rudy Gay,2011,15032144
Andrew Bynum,2011,14900000
Chauncey Billups,2011,14200000
Chris Kaman,2011,14030000
Al Jefferson,2011,14000000
Andre Iguodala,2011,13531750
Carlos Boozer,2011,13500000
Tyson Chandler,2011,13107837
Nenê,2011,13000000
Manu Ginobili,2011,12981038
Marc Gasol,2011,12922194
Emeka Okafor,2011,12541812
Tony Parker,2011,12500000
Josh Smith,2011,12400000
LaMarcus Aldridge,2011,12372000
Luol Deng,2011,12325000
Danny Granger,2011,12015904
Al Horford,2011,12000000
Joakim Noah,2011,12000000
Andrew Bogut,2011,12000000
Steve Nash,2011,11689062
David Lee,2011,11610000
Ben Gordon,2011,11600000
Kevin Martin,2011,11519840
Marcus Camby,2011,11227250
Jason Terry,2011,11158000
Hidayet Turkoglu,2011,11015850
Monta Ellis,2011,11000000
Mehmet Okur,2011,10890000
Corey Maggette,2011,10262069
Jason Kidd,2011,10121000
DeAndre Jordan,2011,10079404
Rajon Rondo,2011,10045455
Ray Allen,2011,10000000
David West,2011,10000000
Jose Calderon,2011,9780992
Gerald Wallace,2011,9500000
Devin Harris,2011,9319000
Richard Jefferson,2011,9282000
Stephen Jackson,2011,9256500
Andrea Bargnani,2011,9250000
Boris Diaw,2011,9000000
Andris Biedrins,2011,9000000
Lamar Odom,2011,8900000
Luis Scola,2011,8591793
Rodney Stuckey,2011,8500000
Maurice Williams,2011,8500000
Carl Landry,2011,8500000
John Salmons,2011,8500000
Paul Millsap,2011,8103435
Kirk Hinrich,2011,8100000
Shawn Marion,2011,8022449
Kris Humphries,2011,8000000
Caron Butler,2011,8000000
Andre Miller,2011,7807728
Jameer Nelson,2011,7800000
Anderson Varejao,2011,7700000
Brendan Haywood,2011,7624500
Leandro Barbosa,2011,7600000
James Posey,2011,7595600
Arron Afflalo,2011,7562500
Raymond Felton,2011,7560000
Charlie Villanueva,2011,7540000
Marvin Williams,2011,7500000
Thaddeus Young,2011,7478261
Tyrus Thomas,2011,7305765
Kendrick Perkins,2011,7123626
Travis Outlaw,2011,7000000
Samuel Dalembert,2011,7000000
Marcus Thornton,2011,7000000
Derrick Rose,2011,6993708
DeSagana Diop,2011,6925400
Beno Udrih,2011,6925400
Metta World Peace,2011,6790640
Trevor Ariza,2011,6790640
Marcin Gortat,2011,6790640
Kwame Brown,2011,6750000
JJ Redick,2011,6750000
Andres Nocioni,2011,6650000
Mike Conley,2011,6611571
Mickael Pietrus,2011,6523166
Grant Hill,2011,6500000
Andray Blatche,2011,6442083
Glen Davis,2011,6300000
Tayshaun Prince,2011,6292135
Michael Beasley,2011,6262347
Jermaine O'Neal,2011,6226200
Al Harrington,2011,6226200
Drew Gooden,2011,6226200
Wesley Matthews,2011,6135160
Josh Childress,2011,6000000
Francisco Garcia,2011,5800000
Kyle Lowry,2011,5750000
Blake Griffin,2011,5731080
Luke Walton,2011,5680000
OJ Mayo,2011,5632637
Channing Frye,2011,5600000
John Wall,2011,5530080
Amir Johnson,2011,5500000
Nate Robinson,2011,5483307
Mike Miller,2011,5400000
Jason Richardson,2011,5395000
Martell Webster,2011,5256000
Chuck Hayes,2011,5250000
Louis Williams,2011,5176000
Kyrie Irving,2011,5144280
Hasheem Thabeet,2011,5127720
Russell Westbrook,2011,5082416
Kyle Korver,2011,5000000
Jason Maxiell,2011,5000000
Luc Mbah a Moute,2011,5000000
Jarrett Jack,2011,5000000
Jamal Crawford,2011,5000000
Evan Turner,2011,4947840
Darko Milicic,2011,4776500
Brad Miller,2011,4752000
Zaza Pachulia,2011,4750000
Ronnie Brewer,2011,4710000
Kevin Love,2011,4609701
Linas Kleiza,2011,4605000
James Harden,2011,4604760
Derrick Williams,2011,4602720
Nikola Pekovic,2011,4503600
Jonas Jerebko,2011,4500000
Derrick Favors,2011,4443360
Daniel Gibson,2011,4403834
Ronny Turiaf,2011,4360000
Jose Juan Barea,2011,4300000
Ramon Sessions,2011,4257973
Brandon Bass,2011,4250000
Randy Foye,2011,4250000
Jared Dudley,2011,4250000
Chris Andersen,2011,4234000
Danilo Gallinari,2011,4190182
Tyreke Evans,2011,4151640
Enes Kanter,2011,4133280
Charlie Bell,2011,4099920
Spencer Hawes,2011,4051024
Wesley Johnson,2011,4006080
Jordan Farmar,2011,4000000
Anthony Morrow,2011,4000000
Ryan Gomes,2011,4000000
Steve Blake,2011,4000000
Mario Chalmers,2011,4000000
Hakim Warrick,2011,4000000
Matt Carroll,2011,3900000
Eric Gordon,2011,3831184
Dorell Wright,2011,3823000
Udonis Haslem,2011,3780000
Mike Dunleavy,2011,3750000
Nazr Mohammed,2011,3750000
Tristan Thompson,2011,3726600
CJ Miles,2011,3700000
Nick Young,2011,3695857
Luke Ridnour,2011,3680000
Tiago Splitter,2011,3672000
DeMarcus Cousins,2011,3627720
Joel Anthony,2011,3600000
Shaun Livingston,2011,3500000
Carlos Delfino,2011,3500000
Chris Duhon,2011,3500000
Shannon Brown,2011,3500000
Ricky Rubio,2011,3480120
Jonny Flynn,2011,3414720
CJ Watson,2011,3400000
Derek Fisher,2011,3400000
Marco Belinelli,2011,3377604
Timofey Mozgov,2011,3343896
Daequan Cook,2011,3341558
Matt Bonner,2011,3315000
Thabo Sefolosha,2011,3300000
Ekpe Udoh,2011,3294960
Nick Collison,2011,3272997
Johan Petro,2011,3250000
Will Bynum,2011,3250000
Raja Bell,2011,3240000
DJ Augustin,2011,3236470
Tony Allen,2011,3150000
Stephen Curry,2011,3117120
Brook Lopez,2011,3076983
Jan Vesely,2011,3065040
Corey Brewer,2011,3059000
Jerryd Bayless,2011,3042280
Greg Monroe,2011,3007920
Jason Thompson,2011,3001284
Chris Wilcox,2011,3000000
Shawne Williams,2011,3000000
Jeff Foster,2011,3000000
Josh McRoberts,2011,3000000
Shane Battier,2011,3000000
Brandon Rush,2011,2956658
Anthony Randolph,2011,2911231
Robin Lopez,2011,2862602
Jordan Hill,2011,2855760
Bismack Biyombo,2011,2798040
Al-Farouq Aminu,2011,2755560
Eduardo Najera,2011,2750000
Marreese Speights,2011,2721255
Dahntay Jones,2011,2700000
Antonio McDyess,2011,2640000
DeMar DeRozan,2011,2625000
Roy Hibbert,2011,2588590
Brandon Knight,2011,2563320
Ersan Ilyasova,2011,2541000
Gordon Hayward,2011,2532960
DeShawn Stevenson,2011,2500000
Reggie Williams,2011,2500000
Kenyon Martin,2011,2500000
Jason Smith,2011,2500000
Aaron Gray,2011,2500000
Brandon Jennings,2011,2493720
Ryan Hollins,2011,2483333
JaVale McGee,2011,2462400
Quentin Richardson,2011,2446600
Paul George,2011,2406240
Louis Amundson,2011,2403000
JR Smith,2011,2382353
Terrence Williams,2011,2369040
Kemba Walker,2011,2356320
JJ Hickson,2011,2354537
Cole Aldrich,2011,2286000
Gerald Henderson,2011,2250600
Anthony Parker,2011,2250000
Keyon Dooling,2011,2246400
Ben Wallace,2011,2246400
Ryan Anderson,2011,2244601
Jimmer Fredette,2011,2238360
Courtney Lee,2011,2225093
Kosta Koufos,2011,2203792
Rudy Fernandez,2011,2180443
Xavier Henry,2011,2171640
Nicolas Batum,2011,2155365
Josh Howard,2011,2150000
Tyler Hansbrough,2011,2138040
Klay Thompson,2011,2126520
Goran Dragic,2011,2108000
George Hill,2011,2086360
Ed Davis,2011,2063040
Anthony Tolliver,2011,2050000
Darrell Arthur,2011,2027119
Alec Burks,2011,2020200
Donte Greene,2011,2015896
DJ White,2011,2001167
Dante Cunningham,2011,2000000
Earl Watson,2011,2000000
Patrick Patterson,2011,1959960
Austin Daye,2011,1929600
Markieff Morris,2011,1919160
Matt Barnes,2011,1906200
Larry Sanders,2011,1861920
Omer Asik,2011,1857500
James Johnson,2011,1833120
Marcus Morris,2011,1823280
Luke Babbitt,2011,1768800
Jrue Holiday,2011,1741440
Kawhi Leonard,2011,1731960
Kevin Seraphin,2011,1680360
Renaldo Balkman,2011,1675000
Ty Lawson,2011,1654440
Nikola Vucevic,2011,1645400
Eric Bledsoe,2011,1596360
Jeff Teague,2011,1579920
Gustavo Ayon,2011,1567500
Iman Shumpert,2011,1563120
Avery Bradley,2011,1524480
Eric Maynor,2011,1516680
Jeff Ayres,2011,1500000
James Jones,2011,1500000
Sebastian Telfair,2011,1500000
Greg Oden,2011,1500000
Gary Forbes,2011,1500000
Chris Singleton,2011,1485000
James Anderson,2011,1463520
Darren Collison,2011,1455960
Tobias Harris,2011,1418160
Craig Brackins,2011,1404960
Jerry Stackhouse,2011,1352181
Jason Collins,2011,1352181
Tracy McGrady,2011,1352181
Vladimir Radmanovic,2011,1352181
Brian Scalabrine,2011,1352181
Brian Cardinal,2011,1352181
Troy Murphy,2011,1352181
Juwan Howard,2011,1352181
Eddie House,2011,1352181
Mike Bibby,2011,1352181
Tony Battie,2011,1352181
Kurt Thomas,2011,1352181
Jamaal Magloire,2011,1352181
Anthony Carter,2011,1352181
Elliot Williams,2011,1348800
Omri Casspi,2011,1341960
Michael Redd,2011,1308506
Nolan Smith,2011,1306920
Hamed Haddadi,2011,1300000
Trevor Booker,2011,1294920
BJ Mullens,2011,1288200
Serge Ibaka,2011,1288200
Kenneth Faried,2011,1254720
Damion James,2011,1243080
Rodrigue Beaubois,2011,1236720
Reggie Evans,2011,1229255
Eddy Curry,2011,1229255
Jared Jeffries,2011,1229255
Rasual Butler,2011,1229255
Jamaal Tinsley,2011,1229255
Jannero Pargo,2011,1223166
Willie Green,2011,1223166
Marquis Daniels,2011,1223166
Aleksandar Pavlovic,2011,1223166
Brian Cook,2011,1223166
Jason Kapono,2011,1223166
Maurice Evans,2011,1223166
Royal Ivey,2011,1200000
Taj Gibson,2011,1195680
Dominique Jones,2011,1193280
Earl Clark,2011,1160000
Reggie Jackson,2011,1156320
Wayne Ellington,2011,1154040
Quincy Pondexter,2011,1153800
Delonte West,2011,1146337
Damien Wilkins,2011,1146337
TJ Ford,2011,1146337
Roger Mason,2011,1146337
Toney Douglas,2011,1145640
Joel Przybilla,2011,1145027
Jordan Crawford,2011,1120440
Greivis Vasquez,2011,1113600
MarShon Brooks,2011,1110120
Daniel Orton,2011,1105560
Christian Eyenga,2011,1097520
Lazar Hayward,2011,1097520
Jordan Hamilton,2011,1073286
Ronnie Price,2011,1069509
JaJuan Johnson,2011,1042320
Norris Cole,2011,1035960
Cory Joseph,2011,1028400
Jimmy Butler,2011,1020960
Jeremy Pargo,2011,1000000
Jon Brockman,2011,1000000
Shelden Williams,2011,992680
Steve Novak,2011,992680
Von Wafer,2011,992680
Craig Smith,2011,992680
DeJuan Blair,2011,986000
Sam Young,2011,947800
John Lucas,2011,915852
Ian Mahinmi,2011,915852
Brandan Wright,2011,915852
Dominic McGuire,2011,915852
Sean Williams,2011,885120
Henry Walker,2011,885120
Sundiata Gaines,2011,854389
Derrick Brown,2011,854389
Alonzo Gee,2011,854389
Chase Budinger,2011,854389
AJ Price,2011,854389
Jodie Meeks,2011,854389
Danny Green,2011,854389
Erick Dampier,2011,850522
Chandler Parsons,2011,850000
Keith Bogans,2011,848266
DeMarre Carroll,2011,833713
Solomon Alabi,2011,830000
Yi Jianlian,2011,827197
Lance Stephenson,2011,810000
Andy Rautins,2011,788872
Tyler Honeycutt,2011,775000
Greg Stiemsma,2011,762195
Semih Erden,2011,762195
Samardo Samuels,2011,762195
Luke Harangody,2011,762195
Devin Ebanks,2011,762195
Dexter Pittman,2011,762195
Landry Fields,2011,762195
Jeremy Lin,2011,762195
Chris Johnson,2011,762195
Armon Johnson,2011,762195
Hassan Whiteside,2011,762195
Gary Neal,2011,762195
Jeremy Evans,2011,762195
Jeremy Tyler,2011,650000
Ishmael Smith,2011,639254
Bobby Simmons,2011,594836
Josh Selby,2011,550000
Gerald Green,2011,516999
Malcolm Lee,2011,500000
Ryan Reid,2011,475000
Ivan Johnson,2011,473604
E'Twaun Moore,2011,473604
Jordan Williams,2011,473604
Cory Higgins,2011,473604
Julyan Stone,2011,473604
Vernon Macklin,2011,473604
Charles Jenkins,2011,473604
Chris Wright,2011,473604
Travis Leslie,2011,473604
Trey Thompkins,2011,473604
Darius Morris,2011,473604
Andrew Goudelock,2011,473604
Terrel Harris,2011,473604
Jon Leuer,2011,473604
Josh Harrellson,2011,473604
Jerome Jordan,2011,473604
Justin Harper,2011,473604
DeAndre Liggins,2011,473604
Lavoy Allen,2011,473604
Isaiah Thomas,2011,473604
Shelvin Mack,2011,473604
Solomon Jones,2011,440353
Larry Hughes,2011,414443
Walker Russell,2011,374289
Lance Thomas,2011,328444
Josh Davis,2011,314041
Francisco Elson,2011,305792
DaJuan Summers,2011,303137
Greg Smith,2011,301733
Mike James,2011,277566
Jeff Adrien,2011,270427
Derrick Caracter,2011,270427
Hamady N'Diaye,2011,270427
Mickell Gladness,2011,248263
Darington Hobson,2011,245884
Jeff Foote,2011,225341
Donald Sloan,2011,198629
Earl Barron,2011,185588
Mychel Thompson,2011,168035
Carldell Johnson,2011,168035
Manny Harris,2011,122942
Malcolm Thomas,2011,103104
Dennis Horner,2011,91642
Larry Owens,2011,86052
Brian Skinner,2011,65446
Ike Diogu,2011,64028
Andre Emmett,2011,61433
Ben Uzoh,2011,61433
Garret Siler,2011,51097
Courtney Fortson,2011,42009
Kobe Bryant,2012,27849000
Brandon Roy,2012,21459805
Dirk Nowitzki,2012,20907128
Gilbert Arenas,2012,20807922
Amare Stoudemire,2012,19948799
Joe Johnson,2012,19752645
Carmelo Anthony,2012,19450000
Dwight Howard,2012,19261200
Pau Gasol,2012,19000000
Elton Brand,2012,18160354
Chris Paul,2012,17779457
Kevin Durant,2012,17548838
LeBron James,2012,17545000
Chris Bosh,2012,17545000
Deron Williams,2012,17177795
Dwyane Wade,2012,17024000
Paul Pierce,2012,16790345
Zach Randolph,2012,16500000
Andrew Bynum,2012,16473002
Rudy Gay,2012,16460532
Derrick Rose,2012,16402500
Rashard Lewis,2012,15052181
Carlos Boozer,2012,15000000
Al Jefferson,2012,15000000
Baron Davis,2012,14850000
Andre Iguodala,2012,14718250
Manu Ginobili,2012,14107492
Marc Gasol,2012,13891359
Roy Hibbert,2012,13668750
Kevin Love,2012,13668750
Eric Gordon,2012,13668750
Russell Westbrook,2012,13668750
Brook Lopez,2012,13668000
Tyson Chandler,2012,13604188
Emeka Okafor,2012,13543250
Luol Deng,2012,13326700
Josh Smith,2012,13200000
Andrew Bogut,2012,13150000
Danny Granger,2012,13058606
LaMarcus Aldridge,2012,13000000
Nenê,2012,13000000
Kevin Martin,2012,12939675
David Lee,2012,12744000
Tony Parker,2012,12500000
Kevin Garnett,2012,12467532
Ben Gordon,2012,12400000
Al Horford,2012,12000000
Kris Humphries,2012,12000000
Nicolas Batum,2012,11950000
Hidayet Turkoglu,2012,11815850
Joakim Noah,2012,11050000
Jose Calderon,2012,11046591
Rajon Rondo,2012,11000000
Monta Ellis,2012,11000000
Corey Maggette,2012,10924138
DeAndre Jordan,2012,10532977
Richard Hamilton,2012,10500000
Richard Jefferson,2012,10164000
Stephen Jackson,2012,10060000
JaVale McGee,2012,10000000
David West,2012,10000000
Andrea Bargnani,2012,10000000
Andrei Kirilenko,2012,9779349
Gerald Wallace,2012,9682435
Tim Duncan,2012,9638554
Danilo Gallinari,2012,9439000
Andris Biedrins,2012,9000000
Steve Nash,2012,8900000
Ryan Anderson,2012,8700000
Shawn Marion,2012,8646364
Jameer Nelson,2012,8600000
Devin Harris,2012,8500000
Rodney Stuckey,2012,8500000
Maurice Williams,2012,8500000
Anderson Varejao,2012,8400000
Brendan Haywood,2012,8349000
Marvin Williams,2012,8287500
Lamar Odom,2012,8200000
Jeff Green,2012,8100000
John Salmons,2012,8080000
Charlie Villanueva,2012,8060000
Thaddeus Young,2012,8039130
Tyrus Thomas,2012,8000000
Chris Kaman,2012,8000000
George Hill,2012,8000000
Caron Butler,2012,8000000
Andray Blatche,2012,7972891
Ersan Ilyasova,2012,7900000
Beno Udrih,2012,7810000
Kendrick Perkins,2012,7800531
Marcus Thornton,2012,7632500
Arron Afflalo,2012,7562500
Goran Dragic,2012,7500000
DeSagana Diop,2012,7372200
Metta World Peace,2012,7258960
Marcin Gortat,2012,7258960
Trevor Ariza,2012,7258960
Blake Griffin,2012,7226891
Paul Millsap,2012,7200000
Mike Conley,2012,7180000
Travis Outlaw,2012,7000000
Josh Childress,2012,6890056
Tayshaun Prince,2012,6764045
Samuel Dalembert,2012,6700000
Al Harrington,2012,6687400
Drew Gooden,2012,6680000
Wesley Matthews,2012,6505320
Brandon Bass,2012,6500000
Spencer Hawes,2012,6500000
Darko Milicic,2012,6457255
Glen Davis,2012,6400000
Francisco Garcia,2012,6100000
Luke Walton,2012,6091363
JJ Redick,2012,6000000
Nick Young,2012,6000000
Channing Frye,2012,6000000
Amir Johnson,2012,6000000
Wilson Chandler,2012,5930415
John Wall,2012,5915880
James Harden,2012,5820416
Mike Miller,2012,5800000
Jason Richardson,2012,5799625
Aaron Brooks,2012,5750000
Michael Beasley,2012,5750000
Kyle Lowry,2012,5750000
Jarrett Jack,2012,5580000
Kyrie Irving,2012,5530080
Chuck Hayes,2012,5486250
Evan Turner,2012,5293080
Tyreke Evans,2012,5251824
Jason Thompson,2012,5250000
Zaza Pachulia,2012,5248750
Chris Andersen,2012,5225952
Anthony Davis,2012,5144280
Louis Williams,2012,5000000
Kyle Korver,2012,5000000
Jason Terry,2012,5000000
Courtney Lee,2012,5000000
Ramon Sessions,2012,5000000
Andre Miller,2012,5000000
Jason Maxiell,2012,5000000
Omer Asik,2012,5000000
Jeremy Lin,2012,5000000
Jamal Crawford,2012,5000000
Landry Fields,2012,5000000
Derrick Williams,2012,4947840
Robin Lopez,2012,4899293
Luc Mbah a Moute,2012,4794192
Daniel Gibson,2012,4792332
Derrick Favors,2012,4753320
Nikola Pekovic,2012,4640000
Michael Kidd-Gilchrist,2012,4602720
Linas Kleiza,2012,4600000
Marcus Camby,2012,4590338
Jonas Jerebko,2012,4500000
Luis Scola,2012,4500000
Boris Diaw,2012,4500000
Jose Juan Barea,2012,4493000
Enes Kanter,2012,4443360
Wesley Johnson,2012,4285560
Jared Dudley,2012,4250000
Marreese Speights,2012,4200000
Bradley Beal,2012,4133280
Dorell Wright,2012,4106000
Udonis Haslem,2012,4060000
Steve Novak,2012,4054055
OJ Mayo,2012,4020000
Tristan Thompson,2012,4006080
Anthony Morrow,2012,4000000
Carl Landry,2012,4000000
Brandon Rush,2012,4000000
Ian Mahinmi,2012,4000000
Ryan Gomes,2012,4000000
Steve Blake,2012,4000000
Mario Chalmers,2012,4000000
Luke Ridnour,2012,4000000
Raymond Felton,2012,4000000
Hakim Warrick,2012,4000000
JJ Hickson,2012,4000000
Stephen Curry,2012,3958742
Tiago Splitter,2012,3944000
Kirk Hinrich,2012,3941000
DeMarcus Cousins,2012,3880800
Joel Anthony,2012,3750000
Mike Dunleavy,2012,3750000
Ricky Rubio,2012,3741120
Dion Waiters,2012,3726600
Chris Duhon,2012,3680000
Matt Bonner,2012,3630000
Daequan Cook,2012,3602675
Thabo Sefolosha,2012,3600000
Ekpe Udoh,2012,3524880
Johan Petro,2012,3500000
Alonzo Gee,2012,3500000
Will Bynum,2012,3500000
DJ Augustin,2012,3500000
Gerald Green,2012,3500000
Jordan Hill,2012,3500000
Matt Carroll,2012,3500000
Shannon Brown,2012,3500000
Danny Green,2012,3500000
Raja Bell,2012,3480000
Thomas Robinson,2012,3374640
Jonas Valanciunas,2012,3374640
DeMar DeRozan,2012,3344250
Tony Allen,2012,3300000
Jan Vesely,2012,3294960
Corey Brewer,2012,3243000
Greg Monroe,2012,3217680
Brandon Jennings,2012,3179493
Shawne Williams,2012,3158000
Josh McRoberts,2012,3135000
Shane Battier,2012,3135000
Vince Carter,2012,3120000
Gerald Henderson,2012,3101326
Jerryd Bayless,2012,3100000
Mirza Teletovic,2012,3090000
Ray Allen,2012,3090000
Jason Kidd,2012,3090000
Damian Lillard,2012,3065040
Tyler Hansbrough,2012,3055259
Alexey Shved,2012,3017943
Bismack Biyombo,2012,3007920
Darrell Arthur,2012,3006217
Kosta Koufos,2012,3000000
Carlos Delfino,2012,3000000
Chauncey Billups,2012,3000000
Lavoy Allen,2012,3000000
Kwame Brown,2012,3000000
Austin Daye,2012,2958444
Al-Farouq Aminu,2012,2947800
Nick Collison,2012,2929332
Dahntay Jones,2012,2900000
Joel Freeland,2012,2900000
James Johnson,2012,2812006
JR Smith,2012,2806452
Harrison Barnes,2012,2798040
Timofey Mozgov,2012,2794621
Brandon Knight,2012,2755560
Gordon Hayward,2012,2709720
Quentin Richardson,2012,2706940
Jrue Holiday,2012,2674851
Greg Stiemsma,2012,2575000
Paul George,2012,2574120
Terrence Ross,2012,2563320
Ty Lawson,2012,2544528
Kemba Walker,2012,2532960
Reggie Williams,2012,2500000
Jason Smith,2012,2500000
Randy Foye,2012,2500000
Cole Aldrich,2012,2445480
Jeff Teague,2012,2433076
Jimmer Fredette,2012,2406240
Andre Drummond,2012,2356320
Eric Maynor,2012,2338720
Xavier Henry,2012,2323200
Darren Collison,2012,2319344
Omri Casspi,2012,2277306
BJ Mullens,2012,2253061
Serge Ibaka,2012,2253061
DeShawn Stevenson,2012,2240450
Austin Rivers,2012,2238360
Rodrigue Beaubois,2012,2227332
CJ Miles,2012,2225000
Klay Thompson,2012,2222160
Ed Davis,2012,2207040
Martell Webster,2012,2200000
Alec Burks,2012,2171640
Taj Gibson,2012,2155811
Meyers Leonard,2012,2126520
Patrick Patterson,2012,2096760
Dante Cunningham,2012,2090000
Wayne Ellington,2012,2083042
Toney Douglas,2012,2067880
Markieff Morris,2012,2063040
Shaun Livingston,2012,2038446
Jeremy Lamb,2012,2020200
Earl Watson,2012,2000000
Larry Sanders,2012,1991760
Marcus Morris,2012,1959960
Marco Belinelli,2012,1957000
Grant Hill,2012,1957000
Kendall Marshall,2012,1919160
Luke Babbitt,2012,1892280
Kawhi Leonard,2012,1861920
John Henson,2012,1823280
Kevin Seraphin,2012,1797600
Jeremy Evans,2012,1795000
Nikola Vucevic,2012,1768800
Moe Harkless,2012,1731960
Eric Bledsoe,2012,1707720
Iman Shumpert,2012,1680360
Renaldo Balkman,2012,1675000
Anthony Randolph,2012,1674641
Royce White,2012,1645440
Avery Bradley,2012,1630800
Reggie Evans,2012,1622618
Chris Singleton,2012,1596360
Sebastian Telfair,2012,1567500
Tyler Zeller,2012,1563120
Tobias Harris,2012,1524480
Derek Fisher,2012,1519214
Jordan Farmar,2012,1500000
Vyacheslav Kravtsov,2012,1500000
Gary Forbes,2012,1500000
Gustavo Ayon,2012,1500000
John Lucas,2012,1500000
Terrence Jones,2012,1485000
Jared Jeffries,2012,1475106
Keyon Dooling,2012,1471491
Elliot Williams,2012,1442880
Andrew Nicholson,2012,1418160
Nolan Smith,2012,1404960
Jodie Meeks,2012,1400000
Nando De Colo,2012,1400000
Trevor Booker,2012,1385280
Willie Green,2012,1375000
Louis Amundson,2012,1365196
Evan Fournier,2012,1361400
Donatas Motiejunas,2012,1361400
Chris Wilcox,2012,1352181
Jerry Stackhouse,2012,1352181
Nazr Mohammed,2012,1352181
Vladimir Radmanovic,2012,1352181
Antawn Jamison,2012,1352181
Joel Przybilla,2012,1352181
Rasheed Wallace,2012,1352181
Kurt Thomas,2012,1352181
Jermaine O'Neal,2012,1352181
Jamaal Tinsley,2012,1352181
Jason Collins,2012,1352181
Kenneth Faried,2012,1348800
Jeremy Pargo,2012,1313845
Jared Sullinger,2012,1306920
Hamed Haddadi,2012,1300000
Dominique Jones,2012,1276560
Fab Melo,2012,1254720
Victor Claver,2012,1254720
Reggie Jackson,2012,1243080
Earl Clark,2012,1240000
Quincy Pondexter,2012,1234320
Aleksandar Pavlovic,2012,1232713
Marquis Daniels,2012,1229255
Roger Mason,2012,1229255
Leandro Barbosa,2012,1229255
Delonte West,2012,1223166
Damien Wilkins,2012,1223166
Royal Ivey,2012,1223166
Lazar Hayward,2012,1209260
John Jenkins,2012,1204560
Jordan Crawford,2012,1198680
Dominic McGuire,2012,1195578
MarShon Brooks,2012,1193280
Greivis Vasquez,2012,1191240
Christian Eyenga,2012,1174080
Jared Cunningham,2012,1156320
Jordan Hamilton,2012,1153800
Nate Robinson,2012,1146337
Ronny Turiaf,2012,1146337
Ronnie Price,2012,1146337
JaJuan Johnson,2012,1120440
Norris Cole,2012,1113600
Josh Howard,2012,1113560
Tony Wroten,2012,1110120
Cory Joseph,2012,1105560
Jimmy Butler,2012,1097520
Patrick Mills,2012,1085120
Miles Plumlee,2012,1073280
Ryan Hollins,2012,1069509
Ronnie Brewer,2012,1069509
Luke Harangody,2012,1054389
DeJuan Blair,2012,1054000
Arnett Moultrie,2012,1042320
Devin Ebanks,2012,1040000
Perry Jones,2012,1035960
Festus Ezeli,2012,1020960
Mickael Pietrus,2012,1005096
Kyle Singler,2012,1000000
Jon Brockman,2012,1000000
CJ Watson,2012,992680
Kelenna Azubuike,2012,992680
Brandan Wright,2012,992680
Ishmael Smith,2012,985000
Gary Neal,2012,972000
Ivan Johnson,2012,962195
Chase Budinger,2012,942293
Darius Morris,2012,937195
Anthony Tolliver,2012,915852
Cartier Martin,2012,915852
Lance Stephenson,2012,915243
James Anderson,2012,902002
Chandler Parsons,2012,888250
Hasheem Thabeet,2012,885120
Alan Anderson,2012,885120
DeMarre Carroll,2012,885120
AJ Price,2012,885120
Marquis Teague,2012,857000
Keith Bogans,2012,854389
Jeff Ayres,2012,854389
Matt Barnes,2012,854389
Dexter Pittman,2012,854389
Will Conroy,2012,854389
James White,2012,854389
Draymond Green,2012,850000
Tyler Honeycutt,2012,850000
Brad Miller,2012,848000
Mike James,2012,795400
Kyle O'Quinn,2012,788872
Jeremy Tyler,2012,762195
Cory Higgins,2012,762195
Josh Selby,2012,762195
Julyan Stone,2012,762195
Greg Smith,2012,762195
Trey Thompkins,2012,762195
Jon Leuer,2012,762195
Malcolm Lee,2012,762195
Lance Thomas,2012,762195
DeAndre Liggins,2012,762195
Daniel Orton,2012,762195
Justin Harper,2012,762195
E'Twaun Moore,2012,762195
Charles Jenkins,2012,762195
PJ Tucker,2012,762195
Isaiah Thomas,2012,762195
Shelvin Mack,2012,761800
Sam Young,2012,761319
Jannero Pargo,2012,696446
